CheckId,ElementId,Category,FamilyName,TypeName,Level,ParameterName,CurrentValue,RuleId,RuleName,Severity,Status,FixGuide,DetectedAt,SourceFile,ModelName
CHK-0021,105,Doors,SD,ポンプ室,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0022,105,Doors,SD,ポンプ室,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0023,105,Doors,SD,ポンプ室,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0024,105,Doors,SD,ポンプ室,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0025,106,Doors,SD,EPS 1F,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0026,106,Doors,SD,EPS 1F,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0027,106,Doors,SD,EPS 1F,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0028,106,Doors,SD,EPS 1F,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0029,107,Doors,SD,駐車場,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0030,107,Doors,SD,駐車場,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0031,107,Doors,SD,駐車場,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0032,107,Doors,SD,駐車場,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0033,108,Doors,SD,電気室 1F,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0034,108,Doors,SD,電気室 1F,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0035,108,Doors,SD,電気室 1F,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0036,108,Doors,SD,電気室 1F,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0037,109,Doors,SD,管理人室 清掃管理人室 倉庫,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0038,109,Doors,SD,管理人室 清掃管理人室 倉庫,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0039,109,Doors,SD,管理人室 清掃管理人室 倉庫,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0040,109,Doors,SD,管理人室 清掃管理人室 倉庫,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0041,110,Doors,SD,管理用出入口附室,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0042,110,Doors,SD,管理用出入口附室,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0043,110,Doors,SD,管理用出入口附室,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0044,110,Doors,SD,管理用出入口附室,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0045,111,Doors,SD,店舗裏口,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0046,111,Doors,SD,店舗裏口,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0047,111,Doors,SD,店舗裏口,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0048,111,Doors,SD,店舗裏口,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0049,201,Doors,SD,事務室,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0050,201,Doors,SD,事務室,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0051,201,Doors,SD,事務室,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0052,201,Doors,SD,事務室,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0053,202,Doors,SD,外部階段,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0054,202,Doors,SD,外部階段,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0055,202,Doors,SD,外部階段,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0056,202,Doors,SD,外部階段,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0057,203,Doors,SD,設備バルコニー,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0058,203,Doors,SD,設備バルコニー,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0059,203,Doors,SD,設備バルコニー,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0060,203,Doors,SD,設備バルコニー,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0061,204,Doors,SD,階段室,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0062,204,Doors,SD,階段室,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0063,204,Doors,SD,階段室,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0064,204,Doors,SD,階段室,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0065,205,Doors,SD,EPS,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0066,205,Doors,SD,EPS,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0067,205,Doors,SD,EPS,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0068,205,Doors,SD,EPS,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0069,206,Doors,SD,EPS,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0070,206,Doors,SD,EPS,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0071,206,Doors,SD,EPS,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0072,206,Doors,SD,EPS,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0073,207,Doors,SD,PS,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0074,207,Doors,SD,PS,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0075,207,Doors,SD,PS,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0076,207,Doors,SD,PS,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0077,208,Doors,SD,PS,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0078,208,Doors,SD,PS,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0079,208,Doors,SD,PS,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0080,208,Doors,SD,PS,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0081,209,Doors,SD,PS,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0082,209,Doors,SD,PS,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0083,209,Doors,SD,PS,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0084,209,Doors,SD,PS,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0085,210,Doors,SD,PS,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0086,210,Doors,SD,PS,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0087,210,Doors,SD,PS,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0088,210,Doors,SD,PS,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0089,211,Doors,SD,DS,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0090,211,Doors,SD,DS,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0091,211,Doors,SD,DS,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0092,211,Doors,SD,DS,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0093,301,Doors,SD,はと小屋,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0094,301,Doors,SD,はと小屋,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0095,301,Doors,SD,はと小屋,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0096,301,Doors,SD,はと小屋,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0097,401,Doors,SD,門扉南,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0098,401,Doors,SD,門扉南,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0099,401,Doors,SD,門扉南,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026/5/24 19:03,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
